ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Media_IDs,Position,Audio_Start,Audio_End,graid,add_orthography,Text_ID,isnref,refind,refindFK
iar_0162,mcteop,"""Hah, havee to gono nomam a beiko bona?""",#	Hah	havee	#	to	gono	nom	am	a	beiko	bona,#	hah	where	#	REL	get	2PL.IPFV	2PL.ZERO	ART2.SG	child	ANA,"""Ha, where did you get this child from?""",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,476497,479140,##ds	other	intrg_other:pred	#ds_rc:s	rel_pro:l	v:pred	rv-pl_pro_2_a	pl_pro.2:a	ln	np.h:p	rn,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	1042	∅	1004	∅,∅	∅	∅	∅	∅	∅	∅	1042	∅	1004	∅
iar_0163,mcteop,"""Ae a beiko tenam komana"",",#	#	Ae	ZERO	a	beiko	te=	nam	komana,#	#	eh	3SG.ZERO	ART2.SG	child	PREP=	1PL.EX.PRON	PTCL2,"""Eh, (it is) our own child"",",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,479140,480943,##	#ds:pred	other	0.h:s	ln	np.h:pred	=rn	rn_pl_pro.1:poss	rn,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	1004	∅	1004	∅	1042	∅,∅	∅	∅	1004	∅	1004	∅	1042	∅
iar_0164,mcteop,"to boha vo a - a otei,",#	to	boha	vo	=a	otei,#	REL	say	like	=ART2.SG	man,"said the - the man,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,480943,482686,#rc:s	rel_pro:obl	v:pred	rv	=ln	np.h:s,,iar,∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	1041,∅	∅	∅	∅	∅	1041
iar_0165,mcteop,"""A beiko tenam komana,",#	ZERO	a	beiko	te=	nam	komana,#	3SG.ZERO	ART2.SG	child	PREP=	1PL.EX.PRON	PTCL2,"""(It is) our own child",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,482686,484555,##ds	0.h:s	ln	np.h:pred	=rn	rn_pl_pro.1:poss	rn,,iar,∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	1004	∅	1042	∅,∅	∅	∅	1004	∅	1042	∅
iar_0166,mcteop,"na kahi vaatavusu raara, a hena a- , a-",#	ZERO	na	kahi	vaa-tavusu	ra=	ara,#	3SG.ZERO	TAM2	TAM1	CAUS-come.out	1PL.IN.IPFV=	1PL.IN.PRON,"we let (her) go out, the name of the - the -",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,484555,487695,##ds	0.h:p	nc	lv	v:pred	=rv-pl_pro_1_a	pl_pro.1:a,,iar,∅	∅	∅	∅	∅	∅	∅,∅	1004	∅	∅	∅	∅	1042,∅	1004	∅	∅	∅	∅	1042
iar_0167,mcteop,"a beiko vai pasi tara vuam, eam paa tara ee a moon.""",#	a	beiko	vai	pasi	tara	vu=	am	#	eam	paa	tara	=e	#	=a	moon,#	ART2.SG	child	DEM6	TAM4	see	IMM=	2PL.PRON	#	2PL.PRON	TAM3	see	=3SG.PRON	#	=ART2.SG	girl,"this child, you will see, you will see it is a girl.""",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,487695,492518,##ds	ln	np.h:p	rn	lv	v:pred	=rv	pl_pro.2:a	##ds	pl_pro.2:a	lv	v:pred	=pro.h:p	#ds_cc	=ln	np.h:pred,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	1004	∅	∅	∅	∅	1051	∅	1051	∅	∅	1004	∅	∅	∅,∅	∅	1004	∅	∅	∅	∅	1051	∅	1051	∅	∅	1004	∅	∅	∅
iar_0168,mcteop,"Erau, meori paa taotao meori -",#	Erau	me=	ori	paa	tao-tao	#	me=	ori,#	then	and4=	3PL.PRON	TAM3	RED-bake	#	and4=	3PL.PRON,Then they did the baking and they -,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,492518,495985,##	other	=other	pl_pro.h:s	lv	v:pred	##	=other	pl_pro.h:a,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	1073	∅	∅	∅	∅	1073,∅	∅	∅	1073	∅	∅	∅	∅	1073
iar_0169,mcteop,sibo - taotao bona iana,tao-tao	bona	iana,RED-bake	OBJ.ART2.SG	fish,roast - baked the fish,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,495985,497765,v:pred	ln	np:p,,iar,∅	∅	∅,∅	∅	1066,∅	∅	1066
iar_0170,mcteop,"meori taotao guu,",#	me=	ori	tao-tao	guu,#	and4=	3PL.PRON	RED-bake	pig,"and they baked pigs,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,497765,498760,##	=other	pl_pro.h:a	v:pred	rv_np,,iar,∅	∅	∅	∅	∅,∅	∅	1073	∅	1065,∅	∅	1073	∅	1065
iar_0171,mcteop,"meori taotao bono muu, voi,",#	me=	ori	tao-tao	bono	muu	voi,#	and4=	3PL.PRON	RED-bake	ART2.PL	taro	yam,"and they baked the taros, the yams,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,498760,500764,##	=other	pl_pro.h:a	v:pred	ln	pl_np:p	rn_np,,iar,∅	∅	∅	∅	∅	∅	∅,∅	∅	1073	∅	∅	1056	1058,∅	∅	1073	∅	∅	1056	1058
iar_0172,mcteop,"pauna meori paa sue voenei,",pauna	#	me=	ori	paa	sue	vo=	enei,banana	#	and4=	3PL.PRON	TAM3	say	like=	this.way,"bananas and they said,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,500764,504711,rn_np	##	=other	pl_pro.h:s	lv	v:pred	=rv	other,,iar,∅	∅	∅	∅	∅	∅	∅	∅,1057	∅	∅	1073	∅	∅	∅	∅,1057	∅	∅	1073	∅	∅	∅	∅
iar_0173,mcteop,"""Subunubu are paa paku piuvu tea bon.""",#	Subunubu	a-re	paa	paku	piuvu	te	=a	bon,#	tomorrow	1PL.IN-CONSEC	TAM3	do	piuvu.dance	PREP	=ART2.SG	night,"""Tomorrow we will do the piuvu dance in the night.""",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,504711,507945,##ds	adv_other	pl_pro.1:a	lv	v:pred	np:p	adp	=ln	np:other,,iar,∅	new	∅	∅	∅	∅	∅	∅	∅,∅	1083	1077	∅	∅	1078	∅	∅	∅,∅	1083	1077	∅	∅	1078	∅	∅	∅
iar_0174,mcteop,"Meori paa paku paku vo teebona,",#	me=	ori	paa	paku	paku	vo	teebona,#	and4=	3PL.PRON	TAM3	do	feast	like	this.way,"And they made the feast in this way,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,507945,510934,##	=other	pl_pro.h:s	lv	v:pred	rv_np	rv	adv_other,,iar,∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	1077	∅	∅	1053	∅	∅,∅	∅	1077	∅	∅	1053	∅	∅
iar_0175,mcteop,"taotao tea roava, tea bon meori paa vatataonun -",#	ZERO	tao-tao	te	=a	roava	#	te	=a	bon	me=	ori	paa,#	3PL.ZERO	RED-bake	PREP	=ART2.SG	daytime	#	PREP	=ART2.SG	night	and4=	3PL.PRON	TAM3,"did the baking during the day, and in the night they came together -",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,510934,514385,##	pl_0.h:s	v:pred	adp	=ln	np:other	##	adp	=ln	np:other	=other	pl_pro.h:s	lv,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	1073	∅	∅	∅	∅	∅	∅	∅	∅	∅	1077	∅,∅	1073	∅	∅	∅	∅	∅	∅	∅	∅	∅	1077	∅
iar_0176,mcteop,"vatataonun tea inu te beera,",vatataonun	te	=a	inu	te	beera,come.together	PREP	=ART2.SG	house	PREP.ART1	chief,"came together at the chief's house,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,514385,516400,v:pred	adp	=ln	np:l	rn	rn_np.h:poss,,iar,∅	∅	∅	∅	∅	∅,∅	∅	∅	1075	∅	1070,∅	∅	∅	1075	∅	1070
iar_0177,mcteop,"rapana inu te beera ei, paku vonaen tea mahan vai",#	rapa-n=	a	inu	te	beera	ei	#	ZERO	paku	vo	=na=	en	te	=a	mahan	vai,#	side-3SG.POSS=	ART2.SG	house	PREP.ART	chief	DEM2	#	3SG.ZERO	make	like	=3SG.IPFV=	DEM3	PREP	=ART2.SG	open.space	DEM6,"beside the chief's house, it was like this in this open space,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,516400,520219,##	=np:pred	rn	rn_np:poss	rn	rn_np.h:poss	dem_pro:s	##	0:a	v:pred	rv	=rv-pro_s	dem_pro:p	adp	=ln	np:other	rn,,iar,∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	1085	∅	1075	∅	1070	∅	∅	1085	∅	∅	∅	∅	∅	∅	∅	∅,∅	1085	∅	1075	∅	1070	∅	∅	1085	∅	∅	∅	∅	∅	∅	∅	∅
iar_0178,mcteop,"meori paa sun vataviri, meori paa",#	me=	ori	paa	sun	va-taviri	#	me=	ori	paa,#	and4=	3PL.PRON	TAM3	stand	ADVR-circle	#	and4=	3PL.PRON	TAM3,"and they stood there in a circle, and they",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,520219,522881,##	=other	pl_pro.h:s	lv	v:pred	other	##	=other	pl_pro.h:a	lv,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	1077	∅	∅	∅	∅	∅	1077	∅,∅	∅	1077	∅	∅	∅	∅	∅	1077	∅
iar_0179,mcteop,taneo bono hagi.,taneo	bono	hagi,start	OBJ.ART3.SG	dance,started the dance.,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,522881,524844,v:pred	ln	np:p,,iar,∅	∅	∅,∅	∅	1078,∅	∅	1078
iar_0180,mcteop,"Evehee a moon vai na dao roho ori bene Taguone,",#	Evehee	a	moon	vai	na	dao	roho	ori	bene	Taguone,#	but	ART2.SG	woman	DEM6	TAM2	call	before	3PL.PRON	OBJ.ART1	Taguone,"But this woman they called Taguone,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,524844,528330,##	other	ln	np.h:p	rn	lv	v:pred	rv	pl_pro.h:a	ln	np:p2,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	1004	∅	∅	∅	∅	1042	∅	∅,∅	∅	∅	1004	∅	∅	∅	∅	1042	∅	∅
iar_0181,mcteop,paa matatopo bona mahan.,#	ZERO	paa	matatopo	bona	mahan,#	3SG.ZERO	TAM3	prepare	OBJ.ART2.SG	open.space,she was prepared for the open space.,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,528330,530444,##	0.h:a	lv	v:pred	ln	np:p,,iar,∅	∅	∅	∅	∅	∅,∅	1004	∅	∅	∅	1085,∅	1004	∅	∅	∅	1085
iar_0182,mcteop,E sinanae paa matatopo bona maa - amaa vohu teve,#	E	sina-na	=e	paa	matatopo	bona	maa	vohu	te=	eve,#	ART1	mother-3SG.POSS	=3SG.PRON	TAM3	prepare	OBJ.ART2.SG	PLM	belt	PREP=	3SG.PRON,Her mother prepared the - her belts,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,530444,534936,##	ln	np.h:a	=rn_pro.h:poss	lv	v:pred	ln	ln	pl_np:p	=rn_adp	rn_pro.h:poss,,iar,∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅,∅	∅	1010	1004	∅	∅	∅	∅	1087	∅	1004,∅	∅	1010	1004	∅	∅	∅	∅	1087	∅	1004
iar_0183,mcteop,"ae amaa kara kuriri teve,",ae	a=	maa	kara	kuriri	te=	eve,and1	ART2.SG=	PLM	string	shell.money	PREP=	3SG.PRON,"and her strings of shell money,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,534936,537318,rn	=rn	rn	rn_pl_np	rn	=rn_adp	rn_pro.h:poss,,iar,∅	∅	∅	new	∅	∅	∅,∅	∅	∅	1088	∅	∅	1004,∅	∅	∅	1088	∅	∅	1004
iar_0184,mcteop,"ae amaa - amaa taba teve vaa rasuu,",ae	a=	maa	taba	te=	eve	vaa	rasuu,and1	ART2.SG=	PLM	thing	PREP=	3SG.PRON	LNK	bush,"and the - and her things from the bush (nicely smelling leaves),",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,537318,540631,rn	=rn	rn	rn_pl_np	=rn_adp	rn_pro.h:poss	rn	rn_np,,iar,∅	∅	∅	new	∅	∅	∅	new,∅	∅	∅	1089	∅	1004	∅	1090,∅	∅	∅	1089	∅	1004	∅	1090
iar_0185,mcteop,"meori paku bona maa - kiskisi bata ni bari en - bari en moonae,",#	me=	ori	kis-kisi	bata	ni	bari	en	moo-na	=e,#	and4=	3PL.PRON	REF-tie.around	along	APPL	4PL.PRON	here	leg-3SG.POSS	=3SG.PRON,they made the - tied them here around her legs.,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,540631,544894,##	=other	pl_pro.h:a	v:pred	rv	rv	pl_pro:p	other	np:l	=rn_pro.h:poss,,iar,∅	∅	bridging	∅	∅	∅	bridging	∅	bridging	∅,∅	∅	1091	∅	∅	∅	1092	∅	1093	1004,∅	∅	1091	∅	∅	∅	1092	∅	1093	1004
iar_0186,mcteop,meori matatopo vaneneesi rakaha bari.,#	me=	ori	matatopo	vaneneesi	rakaha	bari,#	and4=	3PL.PRON	prepare	nicely	very	4PL.PRON,and they very nicely prepared her.,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,544894,547265,##	=other	pl_pro.h:a	v:pred	rv	rv	pro.h:p,,iar,∅	∅	∅	∅	∅	∅	∅,∅	∅	1091	∅	∅	∅	1004,∅	∅	1091	∅	∅	∅	1004
iar_0187,mcteop,Me tea bon meori paa vatavusu bari.,#	Me	te	=a	bon	me=	ori	paa	va-tavusu	bari,#	and4	PREP	=ART2.SG	night	and4=	3PL.PRON	TAM3	CAUS-come.out	4PL.PRON,"And in the night, (they) let her go out.",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,547265,551780,##	other	adp	=ln	np:other	=other	pl_pro.h:a	lv	v:pred	pro.h:p,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	1082	∅	1091	∅	∅	1004,∅	∅	∅	∅	1082	∅	1091	∅	∅	1004
iar_0188,mcteop,"Meori vataviri mi bari,",#	me=	ori	va-taviri	mi	bari,#	and4=	3PL.PRON	MULT-go.around	with	4PL.PRON,"And they went around with her,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,551780,553320,##	=other	pl_pro.h:a	v:pred	rv	pro.h:p,,iar,∅	∅	∅	∅	∅	∅,∅	∅	1091	∅	∅	1004,∅	∅	1091	∅	∅	1004
iar_0189,mcteop,"eori he sue vaevuru voen, ""A henanae e Taguone.""",#	eori	he	sue	vaevuru	vo=	en	#	A	hena-na	=e	e	Taguone,#	3PL.PRON	but	say	already	like=	DEM3	#	ART2.SG	name-3SG.POSS	=3SG.PRON	ART1	Taguone,"but they had already said,""Her name is Taguone.""",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,553320,556786,#ac	pl_pro.h:s_ds	other	v:pred	rv	=rv	other	##ds	ln	np:s	=rn_pro.h:poss	ln	np:pred,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅,∅	1042	∅	∅	∅	∅	∅	∅	∅	1094	1004	∅	∅,∅	1042	∅	∅	∅	∅	∅	∅	∅	1094	1004	∅	∅
iar_0190,mcteop,"Paa sue va- paa sue vaevuru e tamanae, ""A henanae e Taguone.",#	Paa	sue	vaevuru	e	tama-na	=e	#	A	hena-	na=	e	e	Taguone,#	TAM3	say	already	ART1	father-3SG.POSS	=3SG.PRON	#	ART2.SG	name-	3SG.POSS=	3SG.PRON	ART1	Taguone,"Her father had said already, ""Her name is Taguone.",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,556786,560482,##	lv	v:pred	rv	ln	np.h:s_ds	=rn_pro.h:poss	##ds	ln	-np:s	=rn_pro.h:poss	rn_pro.h:poss	ln	np:pred,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	1041	1004	∅	∅	1094	∅	1004	∅	∅,∅	∅	∅	∅	∅	1041	1004	∅	∅	1094	∅	1004	∅	∅
iar_0191,mcteop,"E Taguone to taviri vai.""",#	E	Taguone	#	to	taviri	vai,#	ART1	Taguone	#	REL	go.around	now,"It's Taguone who is going around now.""",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,560482,561949,##	ln	np.h:pred	#rc:s	rel_pro:s	v:pred	other,,iar,∅	∅	∅	∅	∅	∅	∅,∅	∅	1004	∅	∅	∅	∅,∅	∅	1004	∅	∅	∅	∅
iar_0192,mcteop,"""Eh! Vahara beiko,",#	Eh	Vahara	beiko,#	eh	little.PL	child,"""Hey! Children,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,561949,564259,##ds	other	ln	pl_np.h:voc,,iar,∅	∅	∅	new,∅	∅	∅	1095,∅	∅	∅	1095
iar_0193,mcteop,"[UNCLEAR] eam toro nao, eam ma tara te -",eam	toro	nao	#	eam	ma	tara,2PL.ZERO	must	go	#	2PL.ZERO	come	look,"[UNCLEAR] you must go, you come and look at -",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,564259,567247,pl_pro.2:s	lv	v:pred	##ds	pl_pro.2:s	v:pred	rv,,iar,∅	∅	∅	∅	∅	∅	∅,1095	∅	∅	∅	1095	∅	∅,1095	∅	∅	∅	1095	∅	∅
iar_0194,mcteop,te Taguone to paa -,te	Taguone,PREP.ART1	Taguone,at Taguone who -,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,567247,569271,adp	np.h:obl,,iar,∅	∅,∅	1004,∅	1004
iar_0195,mcteop,"ma ta - to taviri miriori teo piuvu.""",#	to	taviri	mi=	ri=	ori	te	=o	piuvu,#	REL	go.around	with=	3PL.IPFV=	3PL.PRON	PREP	=ART3.SG	piuvu.dance,"come - who they are going around with in the dance.""",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,569271,571908,#ds_rc	rel_pro.h:p	v:pred	=rv	=rv-pl_pro_h_a	pl_pro.h:a	adp	=ln	np:other,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	1073	∅	∅	1078,∅	∅	∅	∅	∅	1073	∅	∅	1078
iar_0196,mcteop,"""Ae poomae, poomae a aba bona?""",#	Ae	poomae	ZERO	#	poomae	a	aba	bona,#	and1	from.where	ZERO	#	from.where	ART2.SG	person	ANA,"""Where does she come from, where does this person come from?""",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,571908,575155,##ds	other	intrg_np:pred	0.h:s	##ds	intrg_np:pred	ln	np.h:s	rn,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	1004	∅,∅	∅	∅	∅	∅	∅	∅	1004	∅
iar_0197,mcteop,"""A aba a beiko teori roho,",#	A	aba	a	beiko	te=	ori	roho,#	ART2.SG	person	ART2.SG	child	PREP=	3PL.PRON	before,"""This person is their child,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,575155,577138,##ds	ln	np.h:s	ln	np.h:pred	=rn	rn_pl_pro.h:poss	other,,iar,∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	1004	∅	1004	∅	1042	∅,∅	∅	1004	∅	1004	∅	1042	∅
iar_0198,mcteop,"a beiko teori komana roho a varavihi,",a	beiko	te=	ori	komana	roho	a	varavihi,ART2.SG	child	PREP=	3PL.PRON	PTCL2	before	ART2.SG	hidden,"their own child that had been hidden before,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,577138,579433,ln	np.h:appos	=rn	rn_pl_pro.h:poss	rn	rn	rn	rn,,iar,∅	∅	∅	∅	∅	∅	∅	∅,∅	1004	∅	1042	∅	∅	∅	∅,∅	1004	∅	1042	∅	∅	∅	∅
iar_0199,mcteop,"paa vaatavusu vori teo piuvu,",#	ZERO	paa	vaa-tavusu	vori	te	=o	piuvu,#	ZERO	TAM3	CAUS-come.out	GOAL.3PL.PRON	PREP	=ART3.SG	piuvu.dance,"they have let (her) go out for the piuvu dance,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,579433,581501,#ds	0.h:p	lv	v:pred	pl_pro.h:a	adp	=ln	np:g,,iar,∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	∅	1042	∅	∅	1078,∅	∅	∅	∅	1042	∅	∅	1078
iar_0200,mcteop,[UNCLEAR] paa kao mana.,NC,NC,[UNCLEAR] (she) finally goes.,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,581501,583924,nc,,iar,∅,∅,∅
iar_0201,mcteop,Meori atoato bata bona maa -amaa vohu te Taguone,#	me=	ori	ato-ato	bata	bona	maa	vohu	te	Taguone,#	and4=	3PL.PRON	RED-hold	along	OBJ.ART2.SG	PLM	belt	PREP.ART1	Taguone,And they held the - Taguone's belts,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,583924,587630,##	=other	pl_pro.h:a	v:pred	rv	ln	ln	pl_np:p	rn	rn_np.h:poss,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	1073	∅	∅	∅	∅	1087	∅	1004,∅	∅	1073	∅	∅	∅	∅	1087	∅	1004
iar_0202,mcteop,ae maa vahavero kara kuriri te Taguone.,ae	maa	vahavero	kara	kuriri	te	Taguone,and1	PLM	crosswise	string	shell.money	PREP.ART1	Taguone,and strings of shell money that were put crosswise on Taguone.,en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,587630,590641,rn	rn	rn	rn_pl_np:p	rn	rn	rn_np.h:poss,,iar,∅	∅	∅	∅	∅	∅	∅,∅	∅	∅	1088	∅	∅	1004,∅	∅	∅	1088	∅	∅	1004
iar_0203,mcteop,"Eori he mararae bata, eori he tea karavi bata ""Eh,",#	Eori	he	mararae	bata	#	eori	he	#	tea	karavi	bata	#	Eh,#	3PL.PRON	but	happy	along	#	3PL.PRON	but	#	COMP1	amazed	along	#	eh,"They were happy, they were surprised, ""Hey,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,590641,595495,##	pl_pro.h:s	other	v:pred	rv	##	pl_pro.h:s	other	#cc:pred	other	vother:pred	rv	##ds	other,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	1074	∅	∅	∅	∅	1074	∅	∅	∅	∅	∅	∅	∅,∅	1074	∅	∅	∅	∅	1074	∅	∅	∅	∅	∅	∅	∅
iar_0204,mcteop,"a moon vai mataa ta,",a	moon	vai	mataa	ta,ART2.SG	woman	DEM6	good	EMPH,"what a beautiful woman,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,595495,597315,ln	np.h:pred	rn	rn	rn,,iar,∅	∅	∅	∅	∅,∅	1004	∅	∅	∅,∅	1004	∅	∅	∅
iar_0205,mcteop,"a moon vai mataa ta!""",#	a	moon	vai	mataa	ta,#	ART2.SG	woman	DEM6	good	EMPH,"what a beautiful woman!""",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,597315,600287,##ds	ln	np:pred	rn	rn	rn,,iar,∅	∅	∅	∅	∅	∅,∅	∅	1004	∅	∅	∅,∅	∅	1004	∅	∅	∅
iar_0206,mcteop,"Erau, tei vasihum koa, mea peha otei paa -",#	Erau	ZERO	tei	va-si-hum	koa	#	me=	a	peha	otei	paa,#	then	3SG.ZERO	be	ADVR-DIM-bit	only	#	and4=	ART2.SG	INDEF.A	man	TAM3,"Then, only shortly after that (Lit. stayed only a bit), a man-",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,600287,604381,##	other	0.h:s	v:pred	rv	rv	##	=other	ln	ln	np.h:a	lv,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	new	∅,∅	∅	1004	∅	∅	∅	∅	∅	∅	∅	1096	∅,∅	∅	1004	∅	∅	∅	∅	∅	∅	∅	1096	∅
iar_0207,mcteop,"rake bona ta - ta - ta tabae? ta vahio,",rake	bona	#	ta	tabae	ta	vahio	ZERO,want	4SG	#	COMP1	what	COMP1	marry	4SG.ZERO,"wanted her to - to - to what? to marry (her),",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,604381,608796,v:pred	pro.h:p	#ac	nc	nc	other	v:pred	0.h:p,,iar,∅	∅	∅	∅	∅	∅	∅	∅,∅	1004	∅	∅	∅	∅	∅	∅,∅	1004	∅	∅	∅	∅	∅	∅
iar_0208,mcteop,"paa rake vue a peha otei,",#	ZERO	paa	rake	=u	a	peha	otei,#	4SG	TAM3	want	=IMM	ART2.SG	INDEF.A	man,"a man wanted (her),",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,608796,610899,##	0.h:p	lv	v:pred	=rv	ln	ln	np.h:a,,iar,∅	∅	∅	∅	∅	∅	∅	∅,∅	1004	∅	∅	∅	∅	∅	1096,∅	1004	∅	∅	∅	∅	∅	1096
iar_0209,mcteop,"me sinanae paa sue vamanaata bo tamanae,",#	me	sina-na	=e	paa	sue	va-manaata	bo	tama-na	=e,#	and4.ART1.SG	mother-3SG.POSS	=3SG.PRON	TAM3	say	ADVR-agree	and3	father-3SG.POSS	=3SG.PRON,"and her mother and father agreed,",en,MORPHEME_ALIGNED,,iar_mp3 iar_wav iar_eaf iar_xml iar_tsv,,610899,614027,##	other	np.h:s	=rn_pro.h:poss	lv	v:pred	rv	ln	np.h:dt_s	=rn_pro.h:poss,,iar,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅,∅	∅	1010	1004	∅	∅	∅	∅	1041	1004,∅	∅	1010	1004	∅	∅	∅	∅	1041	1004
